source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,comm_samp,noteworthy_env_cond,replicate,size_frac_low,size_frac_up,depth,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,samp_size_mass,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON RFormosa SO 240705 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-07-05 00:00:00,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-07-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_83
EMO BON RFormosa SO 240705 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-07-05 00:00:00,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-07-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_84
EMO BON RFormosa SO 240705 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,256318,metagenome,metagenome,NA,2024-07-05 00:00:00,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2024-07-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_85
EMO BON RFormosa SO 240905 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-09-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-09-05 00:00:00,RFormosa_So_240905,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-09-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_86
EMO BON RFormosa SO 240905 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-09-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-09-05 00:00:00,RFormosa_So_240905,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-09-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_87
EMO BON RFormosa SO 240905 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-09-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-09-05 00:00:00,RFormosa_So_240905,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-09-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_88
EMO BON RFormosa SO 240905 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-09-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-09-05 00:00:00,RFormosa_So_240905,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-09-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_89
EMO BON RFormosa SO 240905 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-09-05 community collected micro,256318,metagenome,metagenome,NA,2024-09-05 00:00:00,RFormosa_So_240905,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2024-09-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_90
EMO BON RFormosa SO 241106 micro(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,to ship,,,,,,,,
EMO BON RFormosa SO 241106 micro(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,to ship,,,,,,,,
EMO BON RFormosa SO 241106 micro(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMO BON RFormosa SO 241106 micro(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMO BON RFormosa SO 241106 blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMO BON RFormosa SO Dec24 micro(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,to ship,,,,,,,,
EMO BON RFormosa SO Dec24 micro(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,to ship,,,,,,,,
